date,year,month,day,day_of_week,day_of_week_num,is_weekend,is_holiday,station_id,station_name,station_lat,station_lng,fuel_type,price_per_litre,demand_litres,seasonal_factor,quarter,week_of_year,month_name
2021-11-07,2021,11,7,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2672.0,282,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2659.0,261,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2335.0,126,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,3520.0,372,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2548.0,320,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2138.0,150,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2477.0,349,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2450.0,320,0.92,4,44,November
2021-11-07,2021,11,7,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2336.0,98,0.92,4,44,November
2021-11-08,2021,11,8,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2940.0,595,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2839.0,494,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2227.0,314,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2688.0,579,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2425.0,628,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2259.0,204,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2605.0,433,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2718.0,361,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2386.0,171,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2586.0,466,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2556.0,367,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2159.0,140,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2962.0,467,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,3056.0,431,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2130.0,199,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2684.0,372,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2700.0,339,0.92,4,45,November
2021-11-08,2021,11,8,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2248.0,146,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2299.0,707,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2728.0,606,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2237.0,276,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2911.0,509,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2451.0,528,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2320.0,196,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2898.0,465,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2438.0,463,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2190.0,181,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,3118.0,356,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2749.0,370,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2150.0,198,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2944.0,518,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2849.0,500,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2247.0,243,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2523.0,312,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2766.0,324,0.92,4,45,November
2021-11-09,2021,11,9,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2179.0,122,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2827.0,704,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2795.0,580,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2142.0,294,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2659.0,689,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2395.0,521,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,1979.0,233,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2740.0,525,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2894.0,377,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2009.0,166,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2852.0,434,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2807.0,339,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2166.0,172,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2855.0,576,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,3014.0,360,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2284.0,194,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2963.0,371,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2284.0,415,0.92,4,45,November
2021-11-10,2021,11,10,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2304.0,155,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2601.0,769,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2719.0,568,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2325.0,223,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2830.0,616,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2765.0,500,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2449.0,204,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2830.0,375,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2600.0,400,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2144.0,172,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2480.0,435,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2771.0,325,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2255.0,151,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2393.0,677,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2639.0,509,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2306.0,211,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2708.0,338,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2579.0,325,0.92,4,45,November
2021-11-11,2021,11,11,Thursday,3,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2204.0,150,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2630.0,817,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2682.0,534,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2055.0,289,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2445.0,685,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2645.0,478,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2152.0,244,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2587.0,519,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2629.0,428,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2055.0,182,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2785.0,417,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2672.0,399,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2070.0,182,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2934.0,602,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2736.0,497,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2063.0,255,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2812.0,401,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2645.0,345,0.92,4,45,November
2021-11-12,2021,11,12,Friday,4,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2435.0,150,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2729.0,654,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2273.0,606,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2230.0,218,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,3043.0,485,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2726.0,441,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2165.0,210,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2792.0,372,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2638.0,412,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2007.0,199,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2605.0,393,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2699.0,314,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,1952.0,177,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2697.0,434,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2341.0,400,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2166.0,161,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2743.0,317,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2584.0,241,0.92,4,45,November
2021-11-13,2021,11,13,Saturday,5,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2112.0,140,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2751.0,492,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2403.0,492,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2059.0,205,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2945.0,334,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2607.0,296,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2082.0,137,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2509.0,381,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2555.0,330,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2161.0,154,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2201.0,448,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2514.0,274,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2153.0,125,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2551.0,475,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2644.0,361,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2241.0,160,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2751.0,321,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2673.0,224,0.92,4,45,November
2021-11-14,2021,11,14,Sunday,6,1,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2135.0,105,0.92,4,45,November
2021-11-15,2021,11,15,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2541.0,625,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2799.0,539,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2460.0,232,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2679.0,462,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2609.0,542,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2307.0,225,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2697.0,508,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2606.0,421,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2457.0,156,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2782.0,461,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2482.0,379,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2232.0,188,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2713.0,575,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2719.0,402,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2032.0,248,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2393.0,462,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2478.0,340,0.92,4,46,November
2021-11-15,2021,11,15,Monday,0,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2014.0,167,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2755.0,660,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2794.0,524,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2110.0,298,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2320.0,731,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2805.0,447,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2209.0,222,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2693.0,506,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2458.0,471,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,1921.0,186,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2857.0,403,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2445.0,455,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2040.0,216,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,2401.0,711,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2675.0,436,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2231.0,206,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2588.0,300,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2307.0,443,0.92,4,46,November
2021-11-16,2021,11,16,Tuesday,1,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2464.0,134,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2578.0,741,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2888.0,520,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2125.0,305,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2951.0,586,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2615.0,477,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2157.0,228,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2669.0,473,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2765.0,310,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2250.0,190,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,3097.0,442,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2688.0,395,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,4,FuelGo Ubungo,-6.77,39.23,Kerosene,2120.0,209,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Petrol,3005.0,463,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Diesel,2736.0,403,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,5,FuelGo Ilala,-6.81,39.26,Kerosene,2301.0,210,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Petrol,2858.0,434,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Diesel,2804.0,325,0.92,4,46,November
2021-11-17,2021,11,17,Wednesday,2,0,0,6,FuelGo Sinza,-6.76,39.22,Kerosene,2324.0,125,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Petrol,2502.0,808,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Diesel,2480.0,670,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,1,FuelGo Kariakoo,-6.783,39.2083,Kerosene,2109.0,282,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Petrol,2671.0,593,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Diesel,2505.0,433,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,2,FuelGo Kinondoni,-6.773,39.214,Kerosene,2206.0,219,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Petrol,2514.0,572,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Diesel,2636.0,402,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,3,FuelGo Temeke,-6.85,39.28,Kerosene,2213.0,169,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Petrol,2645.0,487,0.92,4,46,November
2021-11-18,2021,11,18,Thursday,3,0,0,4,FuelGo Ubungo,-6.77,39.23,Diesel,2680.0,354,0.92,4,46,November
